0.419214	1e-05	1e-05	1e-05	1e-05	1e-05	0.580575	0.000161
0.391531	1e-05	1e-05	1e-05	1e-05	1e-05	0.603307	0.005112
0.397693	1e-05	1e-05	1e-05	1e-05	1e-05	0.602247	1e-05
0.383111	1e-05	1e-05	1e-05	1e-05	1e-05	0.59369	0.023149
0.409787	1e-05	1e-05	1e-05	1e-05	1e-05	0.576056	0.014107
0.398317	1e-05	0.002717	1e-05	0.00316	1e-05	0.595332	0.000444
0.374845	0.004236	0.001046	0.001805	1e-05	1e-05	0.606038	0.01201
0.402531	1e-05	1e-05	1e-05	1e-05	0.001377	0.592774	0.003278
0.403057	1e-05	1e-05	1e-05	1e-05	1e-05	0.586101	0.010792
0.420068	1e-05	1e-05	1e-05	1e-05	1e-05	0.579872	1e-05
0.388373	1e-05	1e-05	1e-05	0.002198	1e-05	0.606815	0.002574
0.390611	1e-05	1e-05	1e-05	1e-05	1e-05	0.60388	0.00546
0.408909	1e-05	1e-05	1e-05	1e-05	1e-05	0.589609	0.001433
0.416377	1e-05	1e-05	1e-05	1e-05	1e-05	0.576602	0.006971
0.416642	1e-05	1e-05	1e-05	1e-05	1e-05	0.578481	0.004826
0.419457	1e-05	1e-05	1e-05	0.001354	1e-05	0.575709	0.003441
0.366751	1e-05	0.007626	1e-05	1e-05	1e-05	0.611929	0.013655
0.409904	1e-05	1e-05	1e-05	1e-05	1e-05	0.590036	1e-05
0.413274	1e-05	1e-05	1e-05	1e-05	1e-05	0.584718	0.001958
0.415047	1e-05	1e-05	1e-05	1e-05	1e-05	0.571943	0.01296
0.426729	1e-05	1e-05	1e-05	1e-05	1e-05	0.573211	1e-05
0.369924	1e-05	0.006096	1e-05	1e-05	1e-05	0.609233	0.014708
0.068677	1e-05	1e-05	1e-05	0.015641	0.097888	1e-05	0.817755
0.068179	1e-05	1.4e-05	1e-05	0.028615	0.09306	1e-05	0.810103
0.083978	1e-05	1e-05	1e-05	0.019413	0.099903	1e-05	0.796666
0.068075	1e-05	1e-05	1e-05	0.022654	0.104449	1e-05	0.804783
0.072573	1e-05	1e-05	1e-05	0.043231	0.108248	1e-05	0.775908
0.069018	1e-05	1e-05	1e-05	0.040191	0.084271	1e-05	0.80648
0.074563	1e-05	1e-05	1e-05	0.022325	0.110249	1e-05	0.792823
0.077086	1.1e-05	1e-05	1e-05	0.021494	0.123195	1e-05	0.778184
0.090633	1e-05	1e-05	1e-05	0.034726	0.124485	1e-05	0.750116
0.089525	1e-05	1e-05	1e-05	0.015858	0.129751	1e-05	0.764826
1e-05	1e-05	1e-05	1e-05	0.022183	0.02629	1e-05	0.951477
0.050109	1e-05	1e-05	1e-05	0.029731	0.117605	1e-05	0.802515
0.068977	1e-05	1e-05	1e-05	0.023906	0.108939	1e-05	0.798137
0.078096	1e-05	1e-05	1e-05	0.013808	0.131142	1e-05	0.776913
0.070554	1e-05	1e-05	1e-05	0.024595	0.124403	1e-05	0.780407
0.084589	1e-05	1e-05	1e-05	0.018905	0.127264	1e-05	0.769202
0.086758	1e-05	1e-05	1e-05	0.014895	0.1207	1e-05	0.777607
0.055295	1e-05	1e-05	1e-05	0.00844	0.088403	1e-05	0.847823
0.060697	1e-05	1e-05	1e-05	0.030682	0.182501	1e-05	0.726079
0.007783	1e-05	1e-05	1e-05	0.057322	0.145441	1e-05	0.789414
0.060991	1e-05	1e-05	1e-05	0.022831	0.100324	1e-05	0.815815
0.090148	1e-05	1e-05	1e-05	0.028042	0.105144	1e-05	0.776626
0.083589	1e-05	1e-05	1e-05	0.01319	0.121739	1e-05	0.781441
0.090726	1e-05	1e-05	1e-05	0.032646	0.13263	1e-05	0.743958
0.073552	1e-05	1e-05	1e-05	0.008628	0.122846	1e-05	0.794934
0.078486	1e-05	1e-05	1e-05	0.02018	0.12932	1e-05	0.771974
0.071583	1e-05	1e-05	1e-05	0.005475	0.159554	1e-05	0.763348
0.077263	1e-05	1.3e-05	1e-05	0.023744	0.138088	1e-05	0.760862
0.075253	1e-05	1e-05	1e-05	0.001678	0.129078	1e-05	0.793952
0.074084	1e-05	1e-05	1e-05	0.016298	0.107859	1e-05	0.801718
0.06877	1e-05	1e-05	1e-05	0.015991	0.117464	1e-05	0.797734
0.064577	1e-05	1e-05	1e-05	0.046635	0.132312	1e-05	0.756437
0.085442	1e-05	1e-05	1e-05	0.016374	0.114965	0.004725	0.778464
0.072222	1e-05	1e-05	1e-05	0.021916	0.135477	1e-05	0.770344
